0	C	via1		94	32	512000	via
0	C	ana1		56	14	512000	ana
0	C	nella1		85	34	512000	nella
0	C	luna1		28	67	512000	luna
0	C	maya1		38	14	512000	maya
0	C	maya2		38	33	512000	maya
60905	C	maya3		38	45	512000	maya
60905	C	ana2		56	58	512000	ana
60905	C	via2		94	68	512000	via
60905	C	nella2		85	93	512000	nella
60905	C	luna2		28	5	512000	luna
60905	C	nella3		85	50	512000	nella
134426	C	nella4		85	60	512000	nella
134426	C	ana3		56	12	512000	ana
134426	C	via3		94	4	512000	via
134426	C	luna3		28	17	512000	luna
134426	C	maya4		38	68	512000	maya
134426	C	via4		94	12	512000	via
218042	C	luna4		28	25	512000	luna
218042	C	maya5		38	23	512000	maya
218042	C	nella5		85	45	512000	nella
218042	C	ana4		56	39	512000	ana
218042	C	via5		94	53	512000	via
218042	C	via6		94	5	512000	via
272367	C	via7		94	78	512000	via
272367	C	ana5		56	35	512000	ana
272367	C	maya6		38	8	512000	maya
272367	C	luna5		28	24	512000	luna
272367	C	nella6		85	31	512000	nella
272367	C	nella7		85	9	512000	nella
272367	C	ana6		56	52	512000	ana
322831	C	via8		94	57	512000	via
322831	C	maya7		38	40	512000	maya
322831	C	nella8		85	33	512000	nella
322831	C	ana7		56	32	512000	ana
322831	C	luna6		28	52	512000	luna
380830	C	luna7		28	87	512000	luna
380830	C	maya8		38	78	512000	maya
380830	C	via9		94	30	512000	via
380830	C	ana8		56	69	512000	ana
380830	C	nella9		85	14	512000	nella
440470	C	nella10		85	0	512000	nella
440470	C	ana9		56	6	512000	ana
440470	C	via10		94	44	512000	via
440470	C	maya9		38	58	512000	maya
440470	C	luna8		28	74	512000	luna
440470	C	maya10		38	52	512000	maya
526473	C	nella11		85	65	512000	nella
526473	C	luna9		28	59	512000	luna
526473	C	ana10		56	63	512000	ana
526473	C	via11		94	15	512000	via
526473	C	maya11		38	88	512000	maya
526473	C	nella12		85	6	512000	nella
606846	C	maya12		38	6	512000	maya
606846	C	ana11		56	46	512000	ana
606846	C	nella13		85	42	512000	nella
606846	C	via12		94	25	512000	via
606846	C	luna10		28	45	512000	luna
658003	C	ana12		85	21	512000	ana
658003	C	via13		28	53	512000	via
