0	C	maya1		94	75	512000	maya
0	C	ana1		56	57	512000	ana
0	C	nella1		85	58	512000	nella
0	C	luna1		28	54	512000	luna
0	C	via1		95	89	512000	via
82686	C	luna2		28	54	512000	luna
82686	C	ana2		56	55	512000	ana
82686	C	nella2		85	6	512000	nella
82686	C	via2		95	2	512000	via
82686	C	maya2		94	40	512000	maya
82686	C	maya3		94	47	512000	maya
159535	C	luna3		28	91	512000	luna
159535	C	nella3		85	37	512000	nella
159535	C	ana3		56	39	512000	ana
159535	C	via3		95	11	512000	via
159535	C	maya4		94	71	512000	maya
159535	C	nella4		85	20	512000	nella
230283	C	via4		95	4	512000	via
230283	C	ana4		56	58	512000	ana
230283	C	nella5		85	7	512000	nella
230283	C	maya5		94	8	512000	maya
230283	C	luna4		28	68	512000	luna
310788	C	nella6		85	67	512000	nella
310788	C	ana5		56	96	512000	ana
310788	C	via5		95	70	512000	via
310788	C	luna5		28	70	512000	luna
310788	C	maya6		94	9	512000	maya
383032	C	via6		95	32	512000	via
383032	C	nella7		85	71	512000	nella
383032	C	ana6		56	46	512000	ana
383032	C	maya7		94	55	512000	maya
383032	C	luna6		28	87	512000	luna
463635	C	nella8		85	91	512000	nella
463635	C	maya8		94	49	512000	maya
463635	C	luna7		28	37	512000	luna
463635	C	ana7		56	74	512000	ana
463635	C	via7		95	77	512000	via
538453	C	ana8		56	14	512000	ana
538453	C	via8		95	24	512000	via
538453	C	maya9		94	71	512000	maya
538453	C	luna8		28	12	512000	luna
538453	C	nella9		85	32	512000	nella
623926	C	ana9		56	1	512000	ana
623926	C	nella10		85	52	512000	nella
623926	C	via9		95	59	512000	via
623926	C	luna9		28	79	512000	luna
623926	C	maya10		94	88	512000	maya
696149	C	nella11		94	66	512000	nella
696149	C	luna10		95	24	512000	luna
696149	C	maya11		28	67	512000	maya
696149	C	via10		56	32	512000	via
696149	C	ana10		85	77	512000	ana
696149	C	ana11		85	75	512000	ana
780511	C	maya12		28	9	512000	maya
780511	C	ana12		85	25	512000	ana
780511	C	via11		56	55	512000	via
780511	C	luna11		95	75	512000	luna
780511	C	nella12		94	66	512000	nella
780511	C	maya13		28	82	512000	maya
864198	C	luna12		95	60	512000	luna
864198	C	maya14		28	21	512000	maya
864198	C	ana13		85	93	512000	ana
864198	C	nella13		94	67	512000	nella
864198	C	via12		56	17	512000	via
942302	C	luna13		95	88	512000	luna
942302	C	ana14		85	90	512000	ana
942302	C	nella14		94	61	512000	nella
942302	C	via13		56	60	512000	via
942302	C	maya15		28	12	512000	maya
942302	C	via14		56	51	512000	via
1024793	C	maya16		28	23	512000	maya
1024793	C	nella15		94	57	512000	nella
1024793	C	ana15		85	65	512000	ana
1024793	C	luna14		95	12	512000	luna
1024793	C	via15		56	74	512000	via
1024793	C	nella16		94	92	512000	nella
1103459	C	luna15		95	27	512000	luna
1103459	C	maya17		28	89	512000	maya
1103459	C	nella17		94	7	512000	nella
1103459	C	via16		56	34	512000	via
1103459	C	ana16		85	91	512000	ana
1184495	C	nella18		94	14	512000	nella
1184495	C	luna16		95	10	512000	luna
1184495	C	maya18		28	71	512000	maya
1184495	C	ana17		85	26	512000	ana
1184495	C	via17		56	88	512000	via
1262111	C	via18		56	11	512000	via
1262111	C	nella19		94	88	512000	nella
1262111	C	luna17		95	34	512000	luna
1262111	C	ana18		85	38	512000	ana
1262111	C	maya19		28	9	512000	maya
1262111	C	ana19		85	4	512000	ana
1340257	C	luna18		94	32	512000	luna
1340257	C	ana20		95	52	512000	ana
1340257	C	via19		85	19	512000	via
1340257	C	maya20		56	34	512000	maya
1340257	C	nella20		28	64	512000	nella
1340257	C	via20		85	44	512000	via
1411546	C	via21		85	62	512000	via
1411546	C	maya21		56	74	512000	maya
1411546	C	nella21		28	20	512000	nella
1411546	C	luna19		94	68	512000	luna
1411546	C	ana21		95	18	512000	ana
1411546	C	luna20		94	53	512000	luna
1497058	C	maya22		56	10	512000	maya
1497058	C	nella22		28	35	512000	nella
1497058	C	via22		85	32	512000	via
1497058	C	luna21		94	67	512000	luna
1497058	C	ana22		95	76	512000	ana
1497058	C	nella23		28	57	512000	nella
1577901	C	maya23		56	49	512000	maya
1577901	C	via23		85	96	512000	via
1577901	C	nella24		28	84	512000	nella
1577901	C	ana23		95	86	512000	ana
1577901	C	luna22		94	38	512000	luna
1654956	C	ana24		95	2	512000	ana
1654956	C	luna23		94	20	512000	luna
1654956	C	nella25		28	79	512000	nella
1654956	C	maya24		56	89	512000	maya
1654956	C	via24		85	77	512000	via
1654956	C	luna24		94	55	512000	luna
1740213	C	luna25		94	44	512000	luna
1740213	C	via25		85	36	512000	via
1740213	C	maya25		56	0	512000	maya
1740213	C	nella26		28	45	512000	nella
1740213	C	ana25		95	77	512000	ana
1740213	C	via26		85	5	512000	via
1814480	C	luna26		94	20	512000	luna
1814480	C	ana26		95	53	512000	ana
1814480	C	maya26		56	44	512000	maya
1814480	C	via27		85	21	512000	via
1814480	C	nella27		28	7	512000	nella
1898231	C	luna27		94	31	512000	luna
1898231	C	nella28		95	92	512000	nella
1898231	C	maya27		56	42	512000	maya
1898231	C	ana27		85	59	512000	ana
1898231	C	via28		28	33	512000	via
1968650	C	nella29		95	62	512000	nella
1968650	C	ana28		85	29	512000	ana
1968650	C	via29		28	73	512000	via
1968650	C	luna28		94	16	512000	luna
1968650	C	maya28		56	57	512000	maya
2051204	C	luna29		94	75	512000	luna
2051204	C	maya29		56	64	512000	maya
2051204	C	via30		28	36	512000	via
2051204	C	nella30		95	22	512000	nella
2051204	C	ana29		85	64	512000	ana
2123315	C	ana30		85	10	512000	ana
2123315	C	luna30		94	50	512000	luna
2123315	C	maya30		56	16	512000	maya
