0	C	ana1		86	33	512000	ana
0	C	maya1		45	2	512000	maya
0	C	nella1		6	32	512000	nella
0	C	via1		7	25	512000	via
0	C	luna1		16	78	512000	luna
50311	C	ana2		86	89	512000	ana
50311	C	maya2		45	47	512000	maya
50311	C	nella2		6	75	512000	nella
50311	C	luna2		16	90	512000	luna
50311	C	via2		7	78	512000	via
50311	C	luna3		16	81	512000	luna
50311	C	luna4		16	78	512000	luna
104707	C	maya3		45	94	512000	maya
104707	C	via3		7	23	512000	via
104707	C	nella3		6	50	512000	nella
104707	C	ana3		86	65	512000	ana
104707	C	luna5		16	11	512000	luna
168162	C	maya4		45	48	512000	maya
168162	C	ana4		86	71	512000	ana
168162	C	via4		7	2	512000	via
168162	C	luna6		16	70	512000	luna
168162	C	nella4		6	57	512000	nella
238343	C	via5		7	21	512000	via
238343	C	ana5		86	35	512000	ana
238343	C	nella5		6	37	512000	nella
238343	C	luna7		16	94	512000	luna
238343	C	maya5		45	21	512000	maya
238343	C	ana6		86	1	512000	ana
238343	C	nella6		6	87	512000	nella
300914	C	luna8		16	35	512000	luna
300914	C	via6		7	28	512000	via
300914	C	ana7		86	65	512000	ana
300914	C	maya6		45	84	512000	maya
300914	C	nella7		6	82	512000	nella
300914	C	ana8		86	83	512000	ana
352616	C	ana9		86	28	512000	ana
352616	C	maya7		45	76	512000	maya
352616	C	via7		7	23	512000	via
352616	C	luna9		16	9	512000	luna
352616	C	nella8		6	44	512000	nella
352616	C	nella9		6	2	512000	nella
404186	C	luna10		16	14	512000	luna
404186	C	ana10		86	46	512000	ana
404186	C	via8		7	51	512000	via
404186	C	maya8		45	85	512000	maya
404186	C	nella10		6	40	512000	nella
459796	C	via9		7	11	512000	via
459796	C	nella11		6	53	512000	nella
459796	C	maya9		45	47	512000	maya
459796	C	ana11		86	88	512000	ana
459796	C	luna11		16	35	512000	luna
535127	C	nella12		6	85	512000	nella
535127	C	via10		7	24	512000	via
535127	C	luna12		16	68	512000	luna
535127	C	ana12		86	54	512000	ana
535127	C	maya10		45	49	512000	maya
535127	C	via11		7	66	512000	via
599915	C	ana13		86	68	512000	ana
599915	C	luna13		16	64	512000	luna
599915	C	maya11		45	30	512000	maya
599915	C	via12		7	8	512000	via
599915	C	nella13		6	44	512000	nella
653332	C	nella14		6	3	512000	nella
653332	C	via13		7	37	512000	via
653332	C	ana14		86	82	512000	ana
653332	C	luna14		16	5	512000	luna
653332	C	maya12		45	81	512000	maya
653332	C	nella15		6	59	512000	nella
653332	C	nella16		6	32	512000	nella
720859	C	luna15		6	14	512000	luna
720859	C	maya13		45	80	512000	maya
720859	C	via14		16	47	512000	via
720859	C	ana15		7	42	512000	ana
720859	C	nella17		86	17	512000	nella
720859	C	luna16		6	22	512000	luna
776422	C	via15		16	37	512000	via
776422	C	maya14		45	91	512000	maya
776422	C	ana16		7	32	512000	ana
776422	C	nella18		86	73	512000	nella
776422	C	luna17		6	81	512000	luna
776422	C	luna18		6	47	512000	luna
845970	C	luna19		6	46	512000	luna
845970	C	via16		16	92	512000	via
845970	C	nella19		86	42	512000	nella
845970	C	maya15		45	79	512000	maya
845970	C	ana17		7	14	512000	ana
918044	C	nella20		86	53	512000	nella
918044	C	via17		16	26	512000	via
918044	C	luna20		6	79	512000	luna
918044	C	maya16		45	13	512000	maya
918044	C	ana18		7	55	512000	ana
918044	C	ana19		7	4	512000	ana
918044	C	ana20		7	4	512000	ana
975433	C	maya17		45	82	512000	maya
975433	C	via18		16	17	512000	via
975433	C	nella21		86	0	512000	nella
975433	C	luna21		6	51	512000	luna
975433	C	ana21		7	21	512000	ana
975433	C	luna22		6	59	512000	luna
1028612	C	nella22		86	41	512000	nella
1028612	C	ana22		7	11	512000	ana
1028612	C	luna23		6	82	512000	luna
1028612	C	via19		16	71	512000	via
1028612	C	maya18		45	40	512000	maya
1028612	C	via20		16	39	512000	via
1097492	C	via21		16	80	512000	via
1097492	C	luna24		6	56	512000	luna
1097492	C	maya19		45	73	512000	maya
1097492	C	nella23		86	96	512000	nella
1097492	C	ana23		7	61	512000	ana
1169532	C	ana24		7	93	512000	ana
1169532	C	maya20		45	74	512000	maya
1169532	C	luna25		6	47	512000	luna
1169532	C	via22		16	15	512000	via
1169532	C	nella24		86	78	512000	nella
1234634	C	nella25		86	23	512000	nella
1234634	C	luna26		6	4	512000	luna
1234634	C	ana25		7	12	512000	ana
1234634	C	maya21		45	28	512000	maya
1234634	C	via23		16	11	512000	via
1302551	C	via24		7	80	512000	via
1302551	C	luna27		6	79	512000	luna
1302551	C	nella26		16	78	512000	nella
1302551	C	maya22		86	48	512000	maya
1302551	C	ana26		45	73	512000	ana
1302551	C	ana27		45	77	512000	ana
1302551	C	via25		7	63	512000	via
1381372	C	ana28		45	72	512000	ana
1381372	C	luna28		6	34	512000	luna
1381372	C	via26		7	66	512000	via
1381372	C	nella27		16	30	512000	nella
1381372	C	maya23		86	38	512000	maya
1447292	C	nella28		16	38	512000	nella
1447292	C	maya24		86	23	512000	maya
1447292	C	via27		7	82	512000	via
1447292	C	ana29		45	82	512000	ana
1447292	C	luna29		6	3	512000	luna
1523967	C	maya25		86	13	512000	maya
1523967	C	nella29		16	72	512000	nella
1523967	C	luna30		6	11	512000	luna
1523967	C	ana30		45	24	512000	ana
1523967	C	via28		7	42	512000	via
1523967	C	nella30		16	83	512000	nella
1591197	C	maya26		86	17	512000	maya
1591197	C	via29		7	71	512000	via
1591197	C	nella31		16	40	512000	nella
1591197	C	luna31		6	71	512000	luna
1591197	C	ana31		45	9	512000	ana
1591197	C	maya27		86	81	512000	maya
1591197	C	maya28		86	2	512000	maya
1661963	C	maya29		86	75	512000	maya
1661963	C	nella32		16	48	512000	nella
1661963	C	ana32		45	76	512000	ana
1661963	C	luna32		6	47	512000	luna
1661963	C	via30		7	71	512000	via
1661963	C	maya30		86	83	512000	maya
1739120	C	nella33		16	71	512000	nella
1739120	C	via31		7	55	512000	via
1739120	C	maya31		86	29	512000	maya
1739120	C	luna33		6	20	512000	luna
1739120	C	ana33		45	42	512000	ana
1820076	C	nella34		16	81	512000	nella
1820076	C	ana34		45	40	512000	ana
1820076	C	via32		7	9	512000	via
1820076	C	maya32		86	3	512000	maya
1820076	C	luna34		6	75	512000	luna
1820076	C	maya33		86	35	512000	maya
1820076	C	ana35		45	31	512000	ana
1891453	C	nella35		86	75	512000	nella
1891453	C	maya34		45	1	512000	maya
1891453	C	ana36		16	89	512000	ana
1891453	C	via33		6	82	512000	via
1891453	C	luna35		7	70	512000	luna
1891453	C	luna36		7	62	512000	luna
1891453	C	maya35		45	1	512000	maya
1958674	C	ana37		16	61	512000	ana
1958674	C	nella36		86	63	512000	nella
1958674	C	maya36		45	39	512000	maya
1958674	C	luna37		7	92	512000	luna
1958674	C	via34		6	13	512000	via
1958674	C	nella37		86	96	512000	nella
2043617	C	ana38		16	85	512000	ana
2043617	C	via35		6	61	512000	via
2043617	C	nella38		86	69	512000	nella
2043617	C	maya37		45	30	512000	maya
2043617	C	luna38		7	12	512000	luna
2122441	C	luna39		7	27	512000	luna
2122441	C	nella39		86	24	512000	nella
2122441	C	via36		6	2	512000	via
2122441	C	maya38		45	88	512000	maya
2122441	C	ana39		16	42	512000	ana
2174926	C	nella40		86	37	512000	nella
2174926	C	ana40		16	12	512000	ana
2174926	C	maya39		45	23	512000	maya
2174926	C	via37		6	36	512000	via
2174926	C	luna40		7	94	512000	luna
2174926	C	via38		6	43	512000	via
2234317	C	maya40		45	3	512000	maya
2234317	C	luna41		7	0	512000	luna
2234317	C	via39		6	47	512000	via
2234317	C	nella41		86	31	512000	nella
2234317	C	ana41		16	48	512000	ana
2314424	C	maya41		45	20	512000	maya
2314424	C	nella42		86	5	512000	nella
2314424	C	via40		6	76	512000	via
