0	C	via1		1	95	512000	via
0	C	nella1		5	14	512000	nella
0	C	ana1		37	64	512000	ana
0	C	maya1		29	69	512000	maya
0	C	luna1		39	10	512000	luna
0	C	maya2		29	49	512000	maya
0	C	maya3		29	34	512000	maya
64543	C	nella2		5	88	512000	nella
64543	C	via2		1	84	512000	via
64543	C	ana2		37	71	512000	ana
64543	C	maya4		29	55	512000	maya
64543	C	luna2		39	35	512000	luna
64543	C	maya5		29	90	512000	maya
64543	C	nella3		5	80	512000	nella
110368	C	ana3		37	19	512000	ana
110368	C	via3		1	73	512000	via
110368	C	nella4		5	66	512000	nella
110368	C	luna3		39	95	512000	luna
110368	C	maya6		29	76	512000	maya
110368	C	via4		1	19	512000	via
183781	C	luna4		39	43	512000	luna
183781	C	maya7		29	7	512000	maya
183781	C	nella5		5	22	512000	nella
183781	C	ana4		37	24	512000	ana
183781	C	via5		1	61	512000	via
264970	C	via6		1	71	512000	via
264970	C	luna5		39	72	512000	luna
264970	C	nella6		5	66	512000	nella
264970	C	maya8		29	35	512000	maya
264970	C	ana5		37	22	512000	ana
330534	C	ana6		37	65	512000	ana
330534	C	maya9		29	48	512000	maya
330534	C	luna6		39	44	512000	luna
330534	C	nella7		5	54	512000	nella
330534	C	via7		1	13	512000	via
416360	C	ana7		37	59	512000	ana
416360	C	luna7		39	48	512000	luna
416360	C	nella8		5	59	512000	nella
416360	C	via8		1	85	512000	via
416360	C	maya10		29	84	512000	maya
416360	C	ana8		37	40	512000	ana
464716	C	via9		1	23	512000	via
464716	C	luna8		39	63	512000	luna
464716	C	ana9		37	13	512000	ana
464716	C	nella9		5	48	512000	nella
464716	C	maya11		29	72	512000	maya
464716	C	nella10		5	42	512000	nella
464716	C	via10		1	77	512000	via
464716	C	maya12		29	91	512000	maya
532055	C	maya13		29	67	512000	maya
532055	C	luna9		39	21	512000	luna
532055	C	ana10		37	64	512000	ana
532055	C	via11		1	91	512000	via
532055	C	nella11		5	2	512000	nella
532055	C	maya14		29	70	512000	maya
532055	C	ana11		37	74	512000	ana
573115	C	nella12		5	49	512000	nella
573115	C	ana12		37	49	512000	ana
573115	C	via12		1	94	512000	via
573115	C	luna10		39	70	512000	luna
573115	C	maya15		29	47	512000	maya
573115	C	via13		1	55	512000	via
647502	C	via14		1	80	512000	via
647502	C	maya16		29	21	512000	maya
647502	C	nella13		5	61	512000	nella
647502	C	ana13		37	3	512000	ana
647502	C	luna11		39	26	512000	luna
647502	C	luna12		39	92	512000	luna
647502	C	ana14		37	47	512000	ana
647502	C	ana15		37	22	512000	ana
699865	C	ana16		37	95	512000	ana
699865	C	via15		1	58	512000	via
699865	C	nella14		5	89	512000	nella
699865	C	luna13		39	14	512000	luna
699865	C	maya17		29	36	512000	maya
699865	C	maya18		29	21	512000	maya
699865	C	maya19		29	17	512000	maya
765143	C	nella15		5	88	512000	nella
765143	C	ana17		37	48	512000	ana
765143	C	luna14		39	96	512000	luna
765143	C	maya20		29	2	512000	maya
765143	C	via16		1	54	512000	via
850555	C	maya21		29	32	512000	maya
850555	C	luna15		39	54	512000	luna
850555	C	ana18		37	59	512000	ana
850555	C	nella16		5	40	512000	nella
850555	C	via17		1	74	512000	via
926880	C	maya22		29	40	512000	maya
926880	C	luna16		39	87	512000	luna
926880	C	ana19		37	0	512000	ana
926880	C	nella17		5	3	512000	nella
926880	C	via18		1	6	512000	via
926880	C	ana20		37	24	512000	ana
926880	C	via19		1	81	512000	via
926880	C	luna17		39	22	512000	luna
1005970	C	nella18		5	44	512000	nella
1005970	C	via20		1	45	512000	via
1005970	C	luna18		39	40	512000	luna
1005970	C	ana21		37	8	512000	ana
